0 ; 0.070000 ; 0.020000 ; 0.150000  
1 ; 0.050000 ; 0.020000 ; 0.010000  
2 ; 0.140000 ; 0.030000 ; 0.020000  
3 ; 0.070000 ; 0.030000 ; 0.020000  
4 ; 0.140000 ; 0.030000 ; 0.020000  
5 ; 0.480000 ; 0.020000 ; 0.020000  
6 ; 0.060000 ; 0.030000 ; 0.020000  
7 ; 0.060000 ; 0.030000 ; 0.030000  
8 ; 0.050000 ; 0.040000 ; 0.020000  
9 ; 0.050000 ; 0.030000 ; 0.030000  
10 ; 0.050000 ; 0.060000 ; 0.030000  
11 ; 0.060000 ; 0.050000 ; 0.020000  
12 ; 0.060000 ; 0.040000 ; 0.020000  
13 ; 0.440000 ; 0.060000 ; 0.020000  
14 ; 0.140000 ; 0.060000 ; 0.030000  
15 ; 0.130000 ; 0.070000 ; 0.020000  
16 ; 0.130000 ; 0.070000 ; 0.030000  
17 ; 0.110000 ; 0.060000 ; 0.020000  
18 ; 0.180000 ; 0.070000 ; 0.040000  
19 ; 0.060000 ; 0.060000 ; 0.030000  
20 ; 0.080000 ; 0.080000 ; 0.090000  
21 ; 0.080000 ; 0.070000 ; 0.030000  
22 ; 0.080000 ; 0.070000 ; 0.040000  
23 ; 0.120000 ; 0.070000 ; 0.040000  
24 ; 0.180000 ; 0.100000 ; 0.030000  
25 ; 0.100000 ; 0.100000 ; 0.040000  
26 ; 0.080000 ; 0.070000 ; 0.030000  
27 ; 0.120000 ; 0.100000 ; 0.040000  
28 ; 0.120000 ; 0.100000 ; 0.040000  
29 ; 0.240000 ; 0.090000 ; 0.040000  
30 ; 0.150000 ; 0.110000 ; 0.050000  
31 ; 0.100000 ; 0.100000 ; 0.040000  
32 ; 0.160000 ; 0.110000 ; 0.060000  
33 ; 0.110000 ; 0.120000 ; 0.050000  
34 ; 0.110000 ; 0.110000 ; 0.050000  
35 ; 0.120000 ; 0.130000 ; 0.050000  
36 ; 0.100000 ; 0.100000 ; 0.050000  
37 ; 0.130000 ; 0.130000 ; 0.040000  
38 ; 0.110000 ; 0.120000 ; 0.030000  
39 ; 0.260000 ; 0.100000 ; 0.040000  
40 ; 0.120000 ; 0.140000 ; 0.050000  
41 ; 0.230000 ; 0.100000 ; 0.030000  
42 ; 0.150000 ; 0.150000 ; 0.040000  
43 ; 0.210000 ; 0.120000 ; 0.040000  
44 ; 0.190000 ; 0.170000 ; 0.040000  
45 ; 0.130000 ; 0.100000 ; 0.040000  
46 ; 0.130000 ; 0.150000 ; 0.060000  
47 ; 0.100000 ; 0.100000 ; 0.040000  
48 ; 0.180000 ; 0.150000 ; 0.070000  
49 ; 0.200000 ; 0.150000 ; 0.060000  
50 ; 0.260000 ; 0.110000 ; 0.470000  
51 ; 0.670000 ; 0.240000 ; 0.060000  
52 ; 0.660000 ; 0.230000 ; 0.040000  
53 ; 0.110000 ; 0.110000 ; 0.060000  
54 ; 0.260000 ; 0.250000 ; 0.220000  
55 ; 0.140000 ; 0.110000 ; 0.060000  
56 ; 0.150000 ; 0.230000 ; 0.040000  
57 ; 0.320000 ; 0.220000 ; 0.050000  
58 ; 0.120000 ; 0.130000 ; 0.060000  
59 ; 0.230000 ; 0.130000 ; 0.060000  
60 ; 0.120000 ; 0.210000 ; 0.060000  
61 ; 0.150000 ; 0.110000 ; 0.050000  
62 ; 0.130000 ; 0.130000 ; 0.050000  
63 ; 0.090000 ; 0.130000 ; 0.050000  
64 ; 0.150000 ; 0.130000 ; 0.070000  
65 ; 0.110000 ; 0.130000 ; 0.050000  
66 ; 0.220000 ; 0.130000 ; 0.050000  
67 ; 0.080000 ; 0.110000 ; 0.050000  
68 ; 0.080000 ; 0.130000 ; 0.060000  
69 ; 0.110000 ; 0.120000 ; 0.050000  
70 ; 0.080000 ; 0.140000 ; 0.050000  
71 ; 0.160000 ; 0.210000 ; 0.060000  
72 ; 0.110000 ; 0.140000 ; 0.060000  
73 ; 0.090000 ; 0.140000 ; 0.060000  
74 ; 0.110000 ; 0.140000 ; 0.070000  
75 ; 0.100000 ; 0.190000 ; 0.060000  
76 ; 0.210000 ; 0.310000 ; 0.090000  
77 ; 0.220000 ; 0.180000 ; 0.060000  
78 ; 0.210000 ; 0.250000 ; 0.100000  
79 ; 0.270000 ; 0.250000 ; 0.090000  
80 ; 0.310000 ; 0.240000 ; 0.090000  
81 ; 0.260000 ; 0.280000 ; 0.110000  
82 ; 0.290000 ; 0.170000 ; 0.070000  
83 ; 0.140000 ; 0.170000 ; 0.080000  
84 ; 0.290000 ; 0.160000 ; 0.060000  
85 ; 0.210000 ; 0.310000 ; 0.110000  
86 ; 0.300000 ; 0.180000 ; 0.080000  
87 ; 0.310000 ; 0.190000 ; 0.070000  
88 ; 0.160000 ; 0.170000 ; 0.070000  
89 ; 0.300000 ; 0.190000 ; 0.070000  
90 ; 0.270000 ; 0.310000 ; 0.130000  
91 ; 0.180000 ; 0.200000 ; 0.070000  
92 ; 0.240000 ; 0.190000 ; 0.070000  
93 ; 0.200000 ; 0.190000 ; 0.080000  
94 ; 0.320000 ; 0.190000 ; 0.090000  
95 ; 0.240000 ; 0.260000 ; 0.120000  
96 ; 0.190000 ; 0.230000 ; 0.090000  
97 ; 0.180000 ; 0.210000 ; 0.070000  
98 ; 0.180000 ; 0.220000 ; 0.080000  
99 ; 0.320000 ; 0.210000 ; 0.090000  
100 ; 0.320000 ; 0.210000 ; 0.090000  
